Word		Original_feature		Predicted_feature
कहा		sg		sg
गया		sg		sg
है		sg		sg
कि		UNK		UNK
ब्याज		sg		sg
दरों		pl		pl
में		UNK		UNK
बढ़ोतरी		sg		sg
और		UNK		UNK
न्यूनतम		any		any
वेतन		sg		sg
की		sg		sg
सीमा		sg		sg
५०००		any		any
से		UNK		UNK
६५००		any		any
किए		sg		sg
जाने		any		any
के		UNK		UNK
कारण		UNK		UNK
यह		sg		sg
घाटा		sg		sg
हुआ		sg		sg
है		sg		sg
।		UNK		UNK
प्रधानमंत्री		sg		sg
पद		sg		sg
संभालने		sg		sg
के		UNK		UNK
बाद		sg		sg
डॉ.		sg		sg
मनमोहन		sg		sg
सिंह		sg		sg
अपनी		any		any
राजनीतिक		any		any
यात्रा		sg		sg
का		sg		sg
सिलसिला		sg		sg
आंध्र		sg		sg
प्रदेश		sg		sg
से		UNK		UNK
शुरू		sg		sg
करेंगे		sg		pl
।		UNK		UNK
वह		sg		sg
अगले		pl		pl
कुछ		UNK		UNK
दिनों		pl		pl
में		UNK		UNK
ही		UNK		UNK
आंध्र		sg		sg
प्रदेश		sg		sg
की		sg		sg
यात्रा		sg		sg
पर		UNK		UNK
जाने		sg		any
की		sg		sg
तैयारी		sg		sg
में		UNK		UNK
हैं		sg		pl
।		UNK		UNK
आंध्र		sg		sg
के		pl		sg
सूखा		sg		sg
-		UNK		UNK
ग्रस्त		any		any
इलाके		pl		sg
उनकी		sg		sg
इस		sg		sg
यात्रा		sg		sg
में		UNK		UNK
अहम्		any		any
होंगे		pl		pl
।		UNK		UNK
जिनमें		pl		pl
रायलसीमा		sg		sg
,		UNK		UNK
तेलंगाना		sg		sg
और		UNK		UNK
तटीय		any		any
आंध्र		sg		sg
प्रदेश		sg		sg
उनके		sg		sg
कार्यक्रम		sg		sg
में		UNK		UNK
शरीक		sg		any
करने		pl		sg
के		pl		pl
प्रयास		pl		pl
किए		pl		pl
जा		any		any
रहे		pl		pl
हैं		pl		pl
।		UNK		UNK
कांग्रेस		sg		sg
सूत्रों		pl		pl
के		UNK		UNK
मुताबिक		UNK		UNK
प्रधानमंत्री		sg		sg
की		sg		sg
इस		sg		sg
यात्रा		sg		sg
का		sg		sg
अहम्		any		sg
मक़सद		sg		sg
यह		sg		sg
राजनीतिक		any		any
संदेश		sg		sg
देना		any		any
है		sg		sg
कि		UNK		UNK
वह		sg		sg
किसानों		pl		pl
और		UNK		UNK
कमजोर		any		any
आयवर्ग		sg		sg
के		pl		pl
लोगों		pl		pl
के		pl		pl
हितों		pl		pl
के		UNK		UNK
प्रति		UNK		UNK
संवेदनशील		any		any
है		sg		sg
।		UNK		UNK
ये		pl		pl
वही		sg		sg
इलाक़े		pl		pl
हैं		pl		pl
जिनमें		pl		pl
कांग्रेस		sg		sg
को		UNK		UNK
जबर्दस्त		any		any
समर्थन		sg		sg
मिला		sg		sg
है		sg		sg
और		UNK		UNK
पिछले		pl		pl
पाँच		any		any
सालों		pl		pl
में		UNK		UNK
4000		pl		any
से		UNK		UNK
ज्यादा		UNK		UNK
लोगों		pl		pl
ने		UNK		UNK
आत्महत्याएँ		pl		pl
की		pl		pl
हैं		pl		pl
।		UNK		UNK
हौलनाक		any		any
तथ्य		sg		sg
यह		sg		sg
है		sg		sg
कि		UNK		UNK
कांग्रेस		sg		sg
सरकार		sg		sg
आने		sg		sg
के		UNK		UNK
बाद		sg		sg
भी		UNK		UNK
इन		pl		pl
इलाक़ों		pl		pl
में		UNK		UNK
गरीबी		sg		sg
के		pl		pl
शिकार		pl		sg
लोगों		pl		pl
की		pl		pl
आत्महत्याएँ		pl		pl
रुकी		pl		sg
नहीं		UNK		UNK
हैं		pl		pl
।		UNK		UNK
प्रधानमंत्री		sg		sg
की		sg		sg
इस		sg		sg
यात्रा		sg		sg
को		UNK		UNK
महाराष्ट्र		sg		sg
के		pl		pl
विधानसभा		sg		sg
चुनावों		pl		pl
से		UNK		UNK
भी		UNK		UNK
जोड़कर		any		any
देखा		sg		sg
जा		any		any
रहा		sg		sg
है		sg		sg
जिसमें		sg		sg
किसानों		pl		pl
के		pl		pl
हितों		pl		pl
पर		UNK		UNK
ध्यान		sg		sg
देना		any		any
काफी		UNK		UNK
महत्वपूर्ण		any		any
साबित		any		any
होने		sg		sg
वाला		any		sg
है		sg		sg
।		UNK		UNK
वह		sg		sg
इस		sg		sg
यात्रा		sg		sg
में		UNK		UNK
किसानों		pl		pl
की		pl		pl
समस्याओं		pl		pl
पर		UNK		UNK
फोकस		sg		any
कर		sg		pl
सकते		sg		pl
हैं		sg		pl
।		UNK		UNK
पूरी		sg		sg
सरकार		sg		sg
ही		UNK		UNK
किसानों		pl		pl
के		pl		pl
हितों		pl		pl
पर		UNK		UNK
ध्यान		sg		sg
केंद्रित		any		any
करने		sg		sg
की		sg		sg
बात		sg		sg
लगातार		UNK		UNK
करती		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
सूत्रों		pl		pl
के		UNK		UNK
मुताबिक		UNK		UNK
बजट		sg		sg
में		UNK		UNK
कृषि		sg		sg
ऋणों		pl		pl
को		UNK		UNK
दोगुना		UNK		sg
किया		sg		sg
जाने		any		any
की		sg		sg
संभावना		sg		sg
है		sg		sg
।		UNK		UNK
यह		sg		sg
संभावना		sg		sg
है		sg		sg
कि		UNK		UNK
आंध्र		sg		sg
प्रदेश		sg		sg
की		sg		sg
यात्रा		sg		sg
के		UNK		UNK
दौरान		sg		sg
प्रधानमंत्री		sg		sg
किसानों		pl		pl
व		UNK		UNK
सूखा		sg		sg
-		UNK		UNK
ग्रस्त		any		any
इलाक़ों		pl		pl
के		UNK		UNK
लिए		UNK		UNK
कुछ		UNK		UNK
घोषणाएँ		pl		pl
कर		sg		pl
सकते		sg		pl
हैं		sg		pl
।		UNK		UNK
मुख्यमंत्री		sg		sg
वाई		sg		sg
राजशेखर		sg		sg
रेड्डी		sg		sg
भी		UNK		UNK
प्रदेश		sg		sg
की		sg		sg
कमान		sg		sg
संभालने		sg		sg
के		UNK		UNK
बाद		sg		sg
हालात		sg		sg
बदलने		sg		sg
का		sg		sg
संकेत		sg		sg
देना		any		any
चाहते		sg		pl
हैं		sg		pl
।		UNK		UNK
सुरक्षा		sg		sg
बलों		pl		pl
की		sg		sg
एकीकृत		any		any
कमान		sg		sg
के		UNK		UNK
मुताबिक		UNK		UNK
मध्य		any		sg
व		UNK		UNK
दक्षिणी		any		any
अंडमान		sg		sg
के		pl		sg
वाशिंदे		pl		sg
जरवा		sg		sg
जनजाति		sg		sg
के		pl		pl
लोग		pl		pl
सुनामी		sg		sg
लहरों		pl		pl
के		sg		sg
क़हर		sg		sg
से		UNK		UNK
बच		pl		pl
गए		pl		pl
हैं		pl		pl
।		UNK		UNK
जबकि		UNK		UNK
अन्य		any		any
चार		any		any
अंडमानी		any		any
जनजातियों		pl		pl
का		sg		sg
अब		UNK		UNK
तक		UNK		UNK
कुछ		UNK		UNK
पता		sg		sg
नहीं		UNK		UNK
चला		sg		sg
है		sg		sg
।		UNK		UNK
हालांकि		UNK		UNK
वैज्ञानिकों		pl		pl
ने		UNK		UNK
उम्मीद		sg		sg
जगाई		sg		sg
है		sg		sg
कि		UNK		UNK
प्राचीन		any		any
अंडमानी		any		any
जनजातियों		pl		pl
के		pl		pl
चंद		UNK		any
सदस्यों		pl		pl
के		UNK		pl
जीवित		any		any
बचने		any		any
पर		UNK		UNK
भी		UNK		UNK
उनके		pl		sg
जीन		sg		sg
की		sg		sg
मदद		sg		sg
से		UNK		UNK
इन		pl		pl
जनजातियों		pl		pl
का		sg		sg
अस्तित्व		sg		sg
बचाया		sg		sg
जा		any		any
सकता		sg		sg
है		sg		sg
।		UNK		UNK
एकीकृत		any		any
कमान		sg		sg
के		sg		sg
प्रवक्ता		sg		sg
सलिल		sg		sg
मेहता		sg		sg
ने		UNK		UNK
अंडमान		sg		sg
की		pl		pl
पाँच		any		any
जनजातियों		pl		pl
का		sg		sg
ब्यौरा		sg		sg
दिया		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
जिरकातन		sg		sg
नामक		any		any
स्थान		sg		sg
पर		UNK		UNK
रहने		pl		sg
वाले		pl		sg
300		any		any
से		UNK		UNK
400		any		any
की		sg		sg
आबादी		sg		sg
वाली		sg		sg
जरवा		sg		sg
जनजाति		sg		sg
के		pl		pl
लोगों		pl		pl
को		UNK		UNK
कोई		sg		sg
नुक़सान		sg		sg
नहीं		UNK		UNK
पहुँचा		sg		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
उनके		pl		sg
कई		UNK		UNK
सर्वेक्षण		pl		sg
करने		any		any
के		UNK		UNK
बावजूद		UNK		UNK
दो		any		any
अन्य		any		any
जनजातियों		pl		pl
शोंपेन		sg		sg
और		UNK		UNK
ओंगी		sg		sg
की		sg		sg
सलामती		sg		sg
का		sg		sg
अब		UNK		UNK
तक		UNK		UNK
पता		sg		sg
नहीं		UNK		UNK
चल		sg		sg
पाया		sg		sg
है		sg		sg
।		UNK		UNK
इन		pl		pl
जनजातियों		pl		pl
के		sg		sg
अस्तित्व		sg		sg
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
फिलहाल		UNK		UNK
कोई		sg		sg
जानकारी		sg		sg
नहीं		UNK		UNK
मिल		sg		sg
सकी		sg		sg
है		sg		sg
।		UNK		UNK
105		any		sg
की		sg		sg
जनसंख्या		sg		sg
वाली		sg		sg
शोंपेन		sg		sg
जनजाति		sg		sg
अकेली		sg		sg
पुरातन		any		sg
मंगोलियाई		any		sg
प्रजाति		sg		sg
है		sg		sg
।		UNK		UNK
ये		pl		pl
लोग		pl		pl
कैंपबेल		sg		sg
की		sg		sg
खाड़ी		sg		sg
में		UNK		UNK
एक		any		any
अज्ञात		any		any
तट		sg		sg
पर		UNK		UNK
रहते		pl		pl
हैं		pl		pl
।		UNK		UNK
वहीं		UNK		UNK
ओंगी		sg		sg
जनजाति		sg		sg
के		pl		pl
103		any		any
सदस्य		pl		sg
डुगांग		sg		sg
क्रीक		sg		sg
में		UNK		UNK
रहते		pl		pl
हैं		pl		pl
।		UNK		UNK
यह		sg		sg
खानाबदोश		any		sg
जनजाति		sg		sg
है		sg		sg
जो		sg		sg
भोजन		sg		sg
एकत्रित		any		any
करती		sg		sg
है		sg		sg
।		UNK		UNK
इसी		sg		sg
तरह		sg		sg
सेंथली		sg		sg
व		UNK		UNK
ग्रेट		sg		sg
अंडमानी		sg		any
जनजातियों		pl		pl
के		sg		sg
अस्तित्व		sg		sg
पर		UNK		UNK
भी		UNK		UNK
प्रश्न		sg		sg
-		UNK		UNK
चिन्ह		sg		sg
लगा		sg		sg
हुआ		sg		sg
है		sg		sg
।		UNK		UNK
जबकि		UNK		UNK
ग्रेट		sg		sg
अंडमानी		sg		sg
की		sg		sg
कुल		UNK		UNK
आबादी		sg		sg
सिर्फ		UNK		UNK
40		any		any
है		sg		sg
और		UNK		UNK
ये		pl		pl
पोर्ट		sg		sg
ब्लेयर		sg		sg
से		UNK		UNK
60		any		any
किलोमीटर		sg		sg
की		sg		sg
दूरी		sg		sg
पर		UNK		UNK
स्ट्रेट		sg		sg
द्वीप		sg		sg
में		UNK		UNK
रहते		pl		pl
हैं		pl		pl
।		UNK		UNK
सीसीएमबी		sg		sg
वैज्ञानिक		sg		sg
के.		sg		sg
थंगराज		sg		sg
ने		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
यहाँ		UNK		UNK
के		pl		pl
वैज्ञानिकों		pl		pl
ने		UNK		UNK
काफी		UNK		UNK
समय		sg		sg
पहले		sg		sg
से		UNK		UNK
इन		pl		pl
जनजातियों		pl		pl
के		sg		sg
खून		sg		sg
के		pl		pl
नमूने		pl		sg
संकलित		any		any
कर		pl		pl
रखे		pl		pl
थे		pl		pl
।		UNK		UNK
इनसे		pl		pl
कोशिकाओं		pl		pl
का		sg		sg
एक		any		any
क्रम		sg		sg
तैयार		any		any
किया		sg		sg
गया		sg		sg
।		UNK		UNK
राष्ट्रीय		any		any
मानवाधिकार		sg		sg
आयोग		sg		sg
ने		UNK		UNK
मानवाधिकार		sg		sg
विषय		sg		sg
पर		UNK		UNK
हिंदी		sg		sg
में		UNK		UNK
सृजनात्मक		any		any
लेखन		sg		sg
के		UNK		UNK
लिए		UNK		UNK
2004		sg		sg
-		UNK		UNK
05		sg		sg
के		pl		pl
पुरस्कारों		pl		pl
की		sg		sg
घोषणा		sg		sg
कर		sg		sg
दी		sg		sg
है		sg		sg
।		UNK		UNK
पुष्पा		sg		sg
सिन्हा		sg		sg
के		sg		sg
उपन्यास		sg		sg
'		UNK		UNK
महिलानामा		sg		sg
'		UNK		UNK
को		UNK		UNK
प्रथम		any		any
पुरस्कार		sg		sg
के		UNK		UNK
लिए		UNK		UNK
चुना		sg		sg
गया		sg		sg
है		sg		sg
।		UNK		UNK
उपन्यास		sg		sg
में		UNK		UNK
बताया		sg		sg
गया		sg		sg
है		sg		sg
कि		UNK		UNK
बिना		UNK		UNK
किसी		sg		sg
खर्च		sg		sg
और		UNK		UNK
हिंसा		sg		sg
के		pl		pl
महिलाओं		pl		pl
के		pl		pl
अधिकारों		pl		pl
की		sg		sg
रक्षा		sg		sg
की		sg		sg
जा		any		any
सकती		sg		sg
है		sg		sg
।		UNK		UNK
आयोग		sg		sg
ने		UNK		UNK
मानवाधिकार		sg		sg
विषय		sg		sg
पर		UNK		UNK
जागरूकता		sg		sg
फैलाने		any		any
और		UNK		UNK
मानवीय		any		any
संवेदना		sg		sg
जगाने		sg		sg
के		sg		sg
मक़सद		sg		sg
से		UNK		UNK
1998		sg		any
से		UNK		UNK
इस		sg		sg
पुरस्कार		sg		sg
की		sg		sg
शुरुआत		sg		sg
की		sg		sg
थी		sg		sg
।		UNK		UNK
दूसरे		sg		sg
पुरस्कार		sg		sg
के		UNK		UNK
लिए		UNK		UNK
सत्य		sg		sg
नारायण		sg		sg
साबत		sg		sg
की		sg		sg
पुस्तक		sg		sg
'		UNK		UNK
भारतीय		any		any
संस्कृति		sg		sg
में		UNK		UNK
मानवाधिकार		sg		sg
की		UNK		sg
अवधारणा		sg		sg
'		UNK		UNK
को		UNK		UNK
चुना		sg		sg
गया		sg		sg
है		sg		sg
।		UNK		UNK
तीसरे		sg		sg
पुरस्कार		sg		sg
के		UNK		UNK
लिए		UNK		UNK
आरसी		sg		sg
मिश्रा		sg		sg
की		sg		sg
पुस्तक		sg		sg
'		UNK		UNK
मानवाधिकार		sg		sg
संरक्षण		sg		sg
विशेष		any		any
संदर्भ		sg		sg
,		UNK		UNK
अपराधियों		pl		pl
का		UNK		sg
निरोध		sg		sg
एवं		UNK		UNK
उपचार		sg		sg
'		UNK		UNK
को		UNK		UNK
चुना		sg		sg
गया		sg		sg
है		sg		sg
।		UNK		UNK
प्रथम		any		any
पुरस्कार		sg		sg
विजेता		sg		sg
को		UNK		UNK
25		any		any
हजार		any		any
NULL		UNK		UNK
,		UNK		UNK
दूसरे		sg		sg
विजेता		sg		sg
को		UNK		UNK
20		any		any
हजार		any		any
NULL		UNK		UNK
और		UNK		UNK
तीसरे		sg		sg
विजेता		sg		sg
को		UNK		UNK
15		any		any
हजार		any		any
रुपये		pl		pl
दिए		pl		pl
जाएँगे		pl		pl
।		UNK		UNK
अनुवाद		sg		sg
में		UNK		UNK
पुरस्कार		sg		sg
के		UNK		UNK
लिए		UNK		UNK
इस		sg		sg
बार		sg		sg
किसी		sg		sg
आवेदन		sg		sg
को		UNK		UNK
उपयुक्त		any		any
नहीं		UNK		UNK
पाया		sg		sg
गया		sg		sg
।		UNK		UNK
विजेताओं		pl		pl
को		UNK		UNK
पुरस्कार		sg		sg
आयोग		sg		sg
की		sg		sg
ओर		sg		sg
से		UNK		UNK
दो		sg		any
-		UNK		UNK
तीन		sg		any
मार्च		sg		sg
को		UNK		UNK
होने		sg		sg
वाले		sg		sg
एक		any		any
राष्ट्रीय		any		any
सम्मेलन		sg		sg
में		UNK		UNK
दिये		pl		pl
जाएंगें		pl		pl
।		UNK		UNK
तंत्र		sg		sg
-		UNK		UNK
मंत्र		sg		sg
के		sg		sg
समर्थन		sg		sg
पर		UNK		UNK
केंद्रीय		sg		any
मंत्री		sg		sg
का		sg		sg
इस्तीफा		sg		sg
माँग		sg		sg
लेने		any		sg
वाले		sg		sg
राजद		sg		sg
सुप्रीमो		sg		sg
लालू		sg		sg
प्रसाद		sg		sg
यादव		sg		sg
को		UNK		UNK
अब		UNK		UNK
इस		sg		sg
विद्या		sg		sg
से		UNK		UNK
परेहज		sg		any
नहीं		UNK		UNK
रहा		sg		sg
।		UNK		UNK
वजह		sg		sg
यह		sg		sg
नहीं		UNK		UNK
NULL		UNK		UNK
कि		UNK		UNK
लालू		sg		sg
की		sg		sg
एकदम		UNK		sg
से		UNK		UNK
